Location,Traffic Volume,Passenger Count,Noise Level,Average Speed,PM2.5 Level,AQI,Day of the Week,Time of the Day
Chandni Chowk,2564.7330928764654,10423.0,22.335,34.0,59.56,399.59022556390977,Tuesday,Afternoon
Vasant Kunj,1049.0,13637.0,15.735,35.0,41.96,83.0,Friday,Midnight
Saket,1225.0,3675.0,19.6,36.0,49.0,147.0,Thursday,Midnight
Pitampura,828.0,4140.0,13.248,40.0,33.12,99.0,Wednesday,Afternoon
Saket,2775.0,38850.0,41.625,27.0,194.25,582.0,Monday,Evening
Pitampura,533.0,1066.0,9.061,37.0,31.98,95.0,Thursday,Afternoon
Dwarka,3552.0,46176.0,63.936,17.0,165.9120510894065,639.0,Saturday,Night
Karol Bagh,562.0,1686.0,9.554,37.0,28.1,56.0,Tuesday,Afternoon
Pitampura,1773.0,19953.552766085388,28.368,33.0,70.92,70.0,Wednesday,Evening
Pitampura,583.0,1166.0,8.745,39.0,34.98,104.0,Sunday,Midnight
Dwarka,2439.0,34146.0,41.463,28.0,97.56,195.0,Thursday,Evening
Saket,1058.0,1058.0,19.044,35.0,42.32,42.0,Monday,Afternoon
Saket,4895.0,63635.0,73.425,10.0,391.6,1174.0,Wednesday,Night
Mayur Vihar,4956.0,4956.0,89.208,13.0,346.92,693.0,Friday,Morning
Pitampura,854.0,854.0,12.81,39.0,34.16,102.0,Tuesday,Afternoon
Mayur Vihar,4591.0,41319.0,78.047,12.0,367.28,734.0,Monday,Night
Pitampura,4554.0,4554.0,72.864,12.0,364.32,399.59022556390977,Friday,Afternoon
Chandni Chowk,4096.0,45056.0,61.44,16.0,286.72,573.0,Friday,Night
Rohini,3242.0,42146.0,55.114,23.0,226.94,453.0,Sunday,Evening
Karol Bagh,964.0,12532.0,14.46,40.0,57.84,173.0,Monday,Afternoon
Mayur Vihar,3504.0,21024.0,63.072,20.0,210.24,630.0,Monday,Night
Vasant Kunj,4316.0,64740.0,77.688,14.0,345.28,1035.0,Friday,Night
Mayur Vihar,2945.0,32395.0,44.175,27.0,206.15,412.0,Tuesday,Evening
Dwarka,4858.0,15360.0,72.87,10.0,388.64,1165.0,Sunday,Evening
Vasant Kunj,3679.0,29432.0,58.864,17.0,257.53,772.0,Saturday,Night
Mayur Vihar,4091.0,8182.0,42.05930812030075,15.0,286.37,859.0,Wednesday,Morning
Chandni Chowk,4212.0,54756.0,67.392,15.0,294.84,884.0,Tuesday,Morning
Pitampura,1168.0,15184.0,19.856,34.0,70.08,140.0,Wednesday,Midnight
Rohini,3074.0,21518.0,55.332,22.0,184.44,553.0,Thursday,Morning
Saket,4403.0,61642.0,42.05930812030075,14.0,352.24,1056.0,Saturday,Evening
Pitampura,2564.7330928764654,6864.0,10.608,38.0,37.44,37.0,Friday,Midnight
Mayur Vihar,929.0,11148.0,16.722,37.0,46.45,46.0,Friday,Afternoon
Rohini,2970.0,8910.0,50.49,27.0,178.2,534.0,Saturday,Afternoon
Chandni Chowk,4919.0,14757.0,73.785,10.0,165.9120510894065,688.0,Saturday,Night
Lajpat Nagar,1443.0,15873.0,24.531,35.0,86.58,86.0,Monday,Afternoon
Pitampura,2390.0,33460.0,43.02,28.0,95.6,399.59022556390977,Thursday,Evening
Pitampura,3636.0,29088.0,54.54,19.0,254.52,509.0,Sunday,Evening
Mayur Vihar,1528.0,10696.0,25.976,31.0,61.12,122.0,Sunday,Afternoon
Rohini,1831.0,21972.0,32.958,32.0,91.55,91.0,Monday,Evening
Chandni Chowk,3483.0,13932.0,55.728,24.0,243.81,731.0,Tuesday,Night
Lajpat Nagar,1432.0,5728.0,21.48,35.0,57.28,171.0,Wednesday,Midnight
Connaught Place,3893.0,38930.0,70.074,17.0,272.51,817.0,Sunday,Night
Rohini,2564.7330928764654,1740.0,27.84,32.0,87.0,261.0,Wednesday,Evening
Dwarka,2404.0,2404.0,43.272,28.0,120.2,240.0,Tuesday,Afternoon
Connaught Place,4018.0,48216.0,60.27,16.0,281.26,843.0,Friday,Morning
Rohini,3633.0,36330.0,65.394,19.0,217.98,435.0,Wednesday,Morning
Dwarka,2994.0,19953.552766085388,53.892,27.0,179.64,359.0,Wednesday,Evening
Dwarka,3535.0,3535.0,60.095,19.0,247.45,742.0,Saturday,Night
Mayur Vihar,3755.0,45060.0,63.835,17.0,225.3,450.0,Monday,Night
Rohini,524.0,6812.0,8.384,40.0,20.96,41.0,Friday,Midnight
Mayur Vihar,861.0,3444.0,12.915,37.0,34.44,34.0,Saturday,Midnight
Dwarka,2230.0,15610.0,33.45,28.0,89.2,267.0,Saturday,Morning
Mayur Vihar,3613.0,32517.0,61.421,17.0,216.78,433.0,Saturday,Evening
Karol Bagh,1379.0,4137.0,20.685,35.0,68.95,68.0,Tuesday,Midnight
Pitampura,3079.0,46185.0,42.05930812030075,22.0,215.53,646.0,Tuesday,Night
Rohini,696.0,4176.0,12.528,37.0,27.84,83.0,Tuesday,Midnight
Connaught Place,4517.0,54204.0,72.272,10.0,361.36,1084.0,Friday,Morning
Lajpat Nagar,2564.7330928764654,15360.0,74.4,12.0,347.2,1041.0,Tuesday,Morning
Karol Bagh,2564.7330928764654,4803.0,81.651,10.0,384.24,768.0,Saturday,Evening
Dwarka,3861.0,3861.0,42.05930812030075,18.0,231.66,463.0,Saturday,Evening
Lajpat Nagar,4464.0,40176.0,75.888,15.0,312.48,937.0,Friday,Night
Lajpat Nagar,4910.0,15360.0,73.65,13.0,392.8,1178.0,Monday,Night
Karol Bagh,3391.0,30519.0,61.038,22.0,165.9120510894065,712.0,Saturday,Night
Dwarka,1862.0,1862.0,27.93,33.0,74.48,148.0,Wednesday,Evening
Mayur Vihar,3355.0,43615.0,57.035,22.0,234.85,704.0,Wednesday,Morning
Connaught Place,3763.0,15052.0,63.971,18.0,225.78,677.0,Monday,Morning
Mayur Vihar,1951.0,3902.0,35.118,32.0,78.04,78.0,Saturday,Morning
Rohini,1529.0,18348.0,22.935,33.0,76.45,76.0,Wednesday,Evening
Karol Bagh,4963.0,64519.0,79.408,13.0,347.41,694.0,Friday,Morning
Dwarka,3805.0,11415.0,60.88,19.0,154.44,684.0,Thursday,Morning
Dwarka,2502.0,10008.0,40.032,25.0,175.14,350.0,Thursday,Evening
Connaught Place,794.0,11116.0,11.91,38.0,165.9120510894065,95.0,Monday,Midnight
Vasant Kunj,3614.0,14456.0,42.05930812030075,20.0,252.98,505.0,Tuesday,Night
Mayur Vihar,3162.0,19953.552766085388,50.592,22.0,189.72,569.0,Saturday,Night
Karol Bagh,1449.0,13041.0,21.735,36.0,57.96,115.0,Thursday,Midnight
Pitampura,1579.0,22106.0,28.422,31.0,63.16,63.0,Tuesday,Evening
Dwarka,2564.7330928764654,4256.0,17.024,35.0,63.84,127.0,Tuesday,Afternoon
Dwarka,2564.7330928764654,7249.0,11.862,40.0,39.54,118.0,Saturday,Midnight
Rohini,4491.0,8982.0,67.365,16.0,314.37,628.0,Friday,Morning
Lajpat Nagar,2564.7330928764654,3648.0,20.672,34.0,72.96,145.0,Wednesday,Afternoon
Rohini,2564.7330928764654,19896.0,84.558,11.0,397.92,795.0,Monday,Morning
Dwarka,1009.0,5045.0,15.135,36.0,60.54,121.0,Friday,Afternoon
Chandni Chowk,4200.0,42000.0,71.4,15.0,336.0,1008.0,Friday,Evening
Rohini,2912.0,26208.0,46.592,28.0,203.84,611.0,Saturday,Morning
Chandni Chowk,4770.0,38160.0,76.32,12.0,333.9,1001.0,Friday,Morning
Mayur Vihar,3556.0,28448.0,56.896,19.0,248.92,746.0,Thursday,Morning
Saket,3041.0,12164.0,45.615,23.0,212.87,638.0,Sunday,Afternoon
Chandni Chowk,4430.0,31010.0,79.74,14.0,354.4,1063.0,Saturday,Evening
Connaught Place,954.0,8586.0,14.31,39.0,47.7,47.0,Monday,Midnight
Saket,4558.0,59254.0,72.928,26.61385840973997,364.64,729.0,Friday,Night
Connaught Place,4740.0,19953.552766085388,80.58,10.0,379.2,758.0,Monday,Night
Rohini,1473.0,10311.0,26.514,36.0,73.65,147.0,Thursday,Afternoon
Rohini,569.0,7397.0,10.242,37.0,34.14,68.0,Tuesday,Afternoon
Dwarka,2956.0,2956.0,47.296,25.0,177.36,532.0,Saturday,Afternoon
Vasant Kunj,4036.0,52468.0,42.05930812030075,16.0,322.88,645.0,Friday,Evening
Karol Bagh,1526.0,16786.0,25.942,33.0,76.3,76.0,Friday,Evening
Vasant Kunj,3403.0,19953.552766085388,57.851,22.0,204.18,612.0,Thursday,Morning
Rohini,4048.0,60720.0,68.816,15.0,283.36,566.0,Friday,Evening
Rohini,943.0,13202.0,15.088,39.0,37.72,113.0,Tuesday,Afternoon
Connaught Place,1431.0,20034.0,25.758,35.0,165.9120510894065,85.0,Tuesday,Midnight
Karol Bagh,2478.0,17346.0,37.17,30.0,123.9,371.0,Monday,Evening
Mayur Vihar,1416.0,14160.0,22.656,35.0,84.96,254.0,Friday,Midnight
Vasant Kunj,3066.0,3066.0,45.99,22.0,214.62,429.0,Thursday,Night
Dwarka,3239.0,6478.0,55.063,21.0,226.73,399.59022556390977,Thursday,Night
Chandni Chowk,2437.0,29244.0,36.555,28.0,97.48,97.0,Thursday,Evening
Connaught Place,3555.0,42660.0,63.99,26.61385840973997,213.3,426.0,Saturday,Evening
Pitampura,1648.0,4944.0,28.016,31.0,98.88,197.0,Tuesday,Evening
Connaught Place,4619.0,55428.0,69.285,10.0,323.33,646.0,Thursday,Morning
Vasant Kunj,4412.0,44120.0,66.18,14.0,308.84,617.0,Wednesday,Morning
Dwarka,1169.0,17535.0,18.704,35.0,46.76,93.0,Monday,Afternoon
Lajpat Nagar,1271.0,5084.0,19.065,34.0,50.84,152.0,Tuesday,Afternoon
Dwarka,1328.0,7968.0,19.92,34.0,53.12,53.0,Friday,Midnight
Connaught Place,1487.0,5948.0,25.279,34.0,59.48,118.0,Tuesday,Midnight
Rohini,1233.0,8631.0,19.728,34.0,73.98,399.59022556390977,Sunday,Midnight
Chandni Chowk,1695.0,20340.0,25.425,31.0,101.7,305.0,Sunday,Afternoon
Karol Bagh,3084.0,37008.0,55.512,21.0,165.9120510894065,555.0,Tuesday,Morning
Chandni Chowk,953.0,11436.0,14.295,40.0,47.65,142.0,Friday,Midnight
Chandni Chowk,697.0,10455.0,11.152,40.0,165.9120510894065,41.0,Wednesday,Midnight
Vasant Kunj,2564.7330928764654,34076.0,43.812,30.0,97.36,97.0,Monday,Evening
Chandni Chowk,1243.0,1243.0,19.888,35.0,62.15,62.0,Saturday,Midnight
Karol Bagh,3737.0,22422.0,67.266,18.0,224.22,448.0,Friday,Evening
Lajpat Nagar,3947.0,19953.552766085388,59.205,19.0,236.82,473.0,Friday,Morning
Vasant Kunj,1770.0,24780.0,26.55,28.0,88.5,399.59022556390977,Wednesday,Evening
Vasant Kunj,4755.0,33285.0,71.325,12.0,332.85,998.0,Thursday,Morning
Chandni Chowk,1461.0,18993.0,23.376,36.0,58.44,58.0,Monday,Midnight
Pitampura,4598.0,55176.0,73.568,11.0,321.86,399.59022556390977,Friday,Night
Dwarka,954.0,2862.0,15.264,39.0,47.7,95.0,Monday,Afternoon
Chandni Chowk,2279.0,22790.0,36.464,30.0,91.16,91.0,Sunday,Afternoon
Saket,831.0,9141.0,14.127,40.0,49.86,49.0,Monday,Midnight
Vasant Kunj,3142.0,15710.0,53.414,22.0,219.94,659.0,Friday,Night
Pitampura,1468.0,1468.0,23.488,36.0,73.4,73.0,Friday,Midnight
Dwarka,1170.0,1170.0,19.89,36.0,46.8,93.0,Monday,Afternoon
Pitampura,622.0,8708.0,10.574,40.0,37.32,111.0,Thursday,Afternoon
Pitampura,595.0,8330.0,10.71,37.0,23.8,23.0,Sunday,Midnight
Pitampura,2443.0,21987.0,43.974,30.0,146.58,439.0,Saturday,Afternoon
Lajpat Nagar,4439.0,57707.0,75.463,14.0,310.73,621.0,Monday,Afternoon
Dwarka,634.0,8876.0,9.51,37.0,31.7,95.0,Friday,Afternoon
Dwarka,3411.0,17055.0,57.987,24.0,204.66,613.0,Sunday,Night
Mayur Vihar,3343.0,16715.0,56.831,24.0,200.58,601.0,Monday,Morning
Saket,2564.7330928764654,16260.0,58.536,21.0,195.12,390.0,Thursday,Morning
Connaught Place,1300.0,6500.0,20.8,35.0,52.0,104.0,Wednesday,Afternoon
Saket,4561.0,36488.0,42.05930812030075,26.61385840973997,364.88,729.0,Wednesday,Morning
Mayur Vihar,3626.0,14504.0,65.268,20.0,217.56,435.0,Friday,Night
Dwarka,4480.0,13440.0,71.68,14.0,313.6,940.0,Friday,Night
Connaught Place,2864.0,17184.0,42.96,26.61385840973997,171.84,515.0,Wednesday,Evening
Pitampura,2264.0,9056.0,33.96,28.0,90.56,399.59022556390977,Monday,Evening
Lajpat Nagar,3743.0,29944.0,63.631,19.0,224.58,673.0,Friday,Morning
Mayur Vihar,892.0,7136.0,42.05930812030075,40.0,44.6,89.0,Wednesday,Midnight
Vasant Kunj,943.0,10373.0,15.088,37.0,47.15,94.0,Monday,Afternoon
Karol Bagh,914.0,19953.552766085388,15.538,37.0,45.7,137.0,Wednesday,Afternoon
Mayur Vihar,3305.0,26440.0,56.185,22.0,231.35,694.0,Saturday,Evening
Karol Bagh,3930.0,47160.0,62.88,19.0,275.1,825.0,Sunday,Night
Mayur Vihar,2757.0,41355.0,44.112,27.0,165.42,330.0,Thursday,Evening
Dwarka,654.0,7848.0,9.81,39.0,26.16,78.0,Monday,Midnight
Connaught Place,4257.0,59598.0,72.369,14.0,165.9120510894065,399.59022556390977,Tuesday,Night
Pitampura,4029.0,60435.0,72.522,15.0,322.32,966.0,Thursday,Morning
Saket,3395.0,3395.0,54.32,21.0,237.65,475.0,Tuesday,Morning
Vasant Kunj,921.0,7368.0,15.657,37.0,36.84,36.0,Friday,Midnight
Pitampura,814.0,2442.0,14.652,39.0,40.7,81.0,Thursday,Midnight
Pitampura,2760.0,30360.0,41.4,25.0,165.6,496.0,Thursday,Evening
Connaught Place,2661.0,37254.0,45.237,25.0,186.27,558.0,Wednesday,Evening
Saket,2804.0,22432.0,50.472,26.0,196.28,588.0,Wednesday,Evening
Dwarka,873.0,4365.0,13.095,38.0,165.9120510894065,43.0,Wednesday,Afternoon
Dwarka,2911.0,23288.0,43.665,28.0,203.77,611.0,Saturday,Morning
Pitampura,964.0,12532.0,16.388,37.0,48.2,96.0,Friday,Midnight
Lajpat Nagar,1088.0,8704.0,19.584,35.0,54.4,54.0,Tuesday,Afternoon
Connaught Place,4330.0,19953.552766085388,42.05930812030075,16.0,303.1,909.0,Thursday,Night
Karol Bagh,917.0,10087.0,13.755,38.0,55.02,55.0,Tuesday,Afternoon
Chandni Chowk,4038.0,36342.0,68.646,16.0,323.04,969.0,Sunday,Evening
Vasant Kunj,3285.0,49275.0,55.845,24.0,197.1,591.0,Friday,Night
Saket,3835.0,19953.552766085388,57.525,18.0,165.9120510894065,805.0,Thursday,Night
Rohini,2586.0,28446.0,46.548,26.0,155.16,310.0,Thursday,Evening
Saket,1074.0,3222.0,17.184,34.0,42.96,128.0,Monday,Afternoon
Chandni Chowk,4233.0,25398.0,71.961,26.61385840973997,296.31,592.0,Monday,Night
Lajpat Nagar,3211.0,6422.0,51.376,23.0,192.66,577.0,Wednesday,Night
Mayur Vihar,2564.7330928764654,9220.0,27.66,31.0,73.76,147.0,Tuesday,Evening
Dwarka,3678.0,33102.0,66.204,18.0,257.46,399.59022556390977,Friday,Morning
Karol Bagh,1272.0,15264.0,19.08,34.0,63.6,127.0,Friday,Midnight
Karol Bagh,2253.0,29289.0,38.301,28.0,112.65,399.59022556390977,Saturday,Afternoon
Pitampura,4239.0,4239.0,76.302,15.0,339.12,678.0,Monday,Night
Dwarka,1210.0,3630.0,21.78,35.0,60.5,121.0,Monday,Afternoon
Chandni Chowk,1133.0,4532.0,19.261,34.0,45.32,90.0,Friday,Afternoon
Dwarka,666.0,3996.0,9.99,39.0,26.64,53.0,Friday,Afternoon
Karol Bagh,1754.0,19294.0,28.064,32.0,87.7,263.0,Tuesday,Evening
Chandni Chowk,999.0,3996.0,16.983,37.0,59.94,59.0,Monday,Midnight
Karol Bagh,3565.0,32085.0,53.475,19.0,213.9,427.0,Monday,Morning
Lajpat Nagar,3877.0,34893.0,62.032,17.0,271.39,542.0,Monday,Morning
Saket,847.0,11858.0,12.705,37.0,42.35,127.0,Friday,Afternoon
Rohini,2564.7330928764654,10500.0,29.75,32.0,70.0,210.0,Thursday,Evening
Karol Bagh,2838.0,34056.0,42.57,25.0,170.28,510.0,Sunday,Morning
Rohini,2715.0,19953.552766085388,43.44,26.0,190.05,380.0,Sunday,Afternoon
Saket,3583.0,32247.0,57.328,20.0,214.98,429.0,Thursday,Night
Dwarka,3029.0,30290.0,45.435,21.0,181.74,363.0,Sunday,Evening
Pitampura,1182.0,11820.0,18.912,36.0,47.28,141.0,Wednesday,Midnight
Pitampura,1094.0,7658.0,17.504,34.0,43.76,43.0,Sunday,Afternoon
Rohini,1724.0,19953.552766085388,25.86,33.0,154.44,68.0,Thursday,Evening
Saket,3158.0,44212.0,53.686,24.0,221.06,663.0,Monday,Morning
Mayur Vihar,3753.0,30024.0,63.801,19.0,225.18,675.0,Sunday,Night
Karol Bagh,850.0,2550.0,13.6,38.0,51.0,153.0,Wednesday,Midnight
Lajpat Nagar,4830.0,62790.0,82.11,11.0,386.4,1159.0,Friday,Afternoon
Mayur Vihar,949.0,9490.0,15.184,26.61385840973997,47.45,94.0,Sunday,Midnight
Chandni Chowk,838.0,4190.0,13.408,39.0,41.9,125.0,Tuesday,Midnight
Chandni Chowk,3667.0,7334.0,62.339,19.0,220.02,440.0,Thursday,Morning
Saket,2049.0,28686.0,34.833,30.0,122.94,245.0,Monday,Evening
Mayur Vihar,571.0,3997.0,10.278,40.0,34.26,102.0,Friday,Afternoon
Saket,1324.0,5296.0,21.184,34.0,52.96,158.0,Sunday,Midnight
Karol Bagh,779.0,10906.0,11.685,38.0,46.74,93.0,Tuesday,Midnight
Dwarka,2923.0,43845.0,43.845,26.0,204.61,409.0,Saturday,Afternoon
Dwarka,3855.0,11565.0,57.825,17.0,231.3,462.0,Sunday,Evening
Mayur Vihar,2564.7330928764654,35720.0,66.975,16.0,312.55,937.0,Tuesday,Night
Pitampura,797.0,7173.0,12.752,38.0,47.82,47.0,Monday,Midnight
Saket,3963.0,7926.0,59.445,20.0,237.78,475.0,Thursday,Night
Connaught Place,4560.0,27360.0,72.96,11.0,319.2,638.0,Sunday,Evening
Chandni Chowk,906.0,5436.0,14.496,37.0,45.3,90.0,Friday,Afternoon
Vasant Kunj,907.0,12698.0,16.326,39.0,45.35,90.0,Thursday,Midnight
Karol Bagh,4496.0,31472.0,80.928,14.0,359.68,719.0,Thursday,Morning
Rohini,4638.0,18552.0,69.57,11.0,324.66,399.59022556390977,Saturday,Night
Saket,4039.0,24234.0,64.624,14.0,323.12,969.0,Thursday,Night
Chandni Chowk,3255.0,16275.0,52.08,23.0,227.85,455.0,Wednesday,Morning
Saket,2544.0,27984.0,43.248,26.0,178.08,356.0,Saturday,Afternoon
Connaught Place,3200.0,38400.0,57.6,26.61385840973997,192.0,399.59022556390977,Friday,Morning
Karol Bagh,665.0,3325.0,10.64,37.0,33.25,99.0,Friday,Afternoon
Lajpat Nagar,865.0,7785.0,13.84,37.0,43.25,86.0,Sunday,Midnight
Rohini,3167.0,19953.552766085388,47.505,22.0,190.02,380.0,Saturday,Evening
Saket,4661.0,13983.0,42.05930812030075,11.0,326.27,652.0,Saturday,Evening
Saket,845.0,12675.0,15.21,39.0,42.25,84.0,Thursday,Afternoon
Rohini,1951.0,15608.0,31.216,31.0,97.55,292.0,Friday,Morning
Connaught Place,3364.0,50460.0,57.188,24.0,235.48,706.0,Wednesday,Night
Lajpat Nagar,1314.0,19953.552766085388,22.338,36.0,78.84,351.0,Thursday,Midnight
Pitampura,2564.7330928764654,5042.0,37.815,28.0,176.47,529.0,Saturday,Afternoon
Lajpat Nagar,2026.0,19953.552766085388,32.416,30.0,81.04,81.0,Tuesday,Evening
Saket,1435.0,10045.0,25.83,26.61385840973997,86.1,86.0,Wednesday,Afternoon
Pitampura,1318.0,11862.0,23.724,35.0,79.08,237.0,Friday,Afternoon
Saket,4416.0,8832.0,79.488,15.0,165.9120510894065,618.0,Monday,Night
Vasant Kunj,1264.0,10112.0,21.488,35.0,50.56,151.0,Wednesday,Midnight
Karol Bagh,2869.0,5738.0,45.904,25.0,200.83,602.0,Monday,Evening
Vasant Kunj,2364.0,7092.0,35.46,28.0,141.84,283.0,Saturday,Morning
Vasant Kunj,2948.0,14740.0,53.064,28.0,206.36,619.0,Sunday,Afternoon
Chandni Chowk,4278.0,29946.0,77.004,16.0,299.46,898.0,Wednesday,Morning
Mayur Vihar,4564.0,59332.0,73.024,11.0,365.12,1095.0,Friday,Morning
Chandni Chowk,1901.0,22812.0,34.218,31.0,114.06,228.0,Monday,Evening
Saket,2409.0,14454.0,40.953,28.0,144.54,144.0,Tuesday,Evening
Pitampura,1106.0,4424.0,17.696,34.0,66.36,66.0,Sunday,Midnight
Pitampura,2608.0,23472.0,41.728,26.0,156.48,312.0,Sunday,Afternoon
Mayur Vihar,4964.0,15360.0,79.424,13.0,165.9120510894065,794.0,Saturday,Afternoon
Chandni Chowk,4263.0,21315.0,42.05930812030075,14.0,298.41,895.0,Friday,Night
Lajpat Nagar,4663.0,41967.0,74.608,11.0,373.04,1119.0,Monday,Night
Karol Bagh,4643.0,15360.0,69.645,10.0,371.44,742.0,Wednesday,Night
Chandni Chowk,1107.0,1107.0,16.605,36.0,44.28,88.0,Tuesday,Midnight
Rohini,908.0,9080.0,15.436,39.0,54.48,163.0,Monday,Midnight
Pitampura,745.0,10430.0,13.41,26.61385840973997,29.8,351.0,Monday,Afternoon
Pitampura,2399.0,26389.0,43.182,28.0,119.95,359.0,Sunday,Morning
Connaught Place,4582.0,64148.0,42.05930812030075,12.0,320.74,962.0,Wednesday,Morning
Lajpat Nagar,4013.0,20065.0,60.195,14.0,321.04,963.0,Sunday,Evening
Chandni Chowk,529.0,1058.0,7.935,37.0,26.45,52.0,Thursday,Afternoon
Vasant Kunj,1440.0,14400.0,25.92,36.0,57.6,172.0,Monday,Midnight
Saket,4287.0,25722.0,68.592,14.0,342.96,1028.0,Wednesday,Night
Lajpat Nagar,772.0,10036.0,12.352,38.0,38.6,38.0,Friday,Midnight
Karol Bagh,1620.0,16200.0,24.3,32.0,165.9120510894065,399.59022556390977,Monday,Evening
Chandni Chowk,893.0,7144.0,16.074,26.61385840973997,44.65,44.0,Wednesday,Afternoon
Connaught Place,4163.0,58282.0,70.771,16.0,291.41,874.0,Thursday,Night
Saket,1445.0,21675.0,21.675,36.0,86.7,86.0,Monday,Midnight
Rohini,4854.0,58248.0,72.81,10.0,339.78,1019.0,Monday,Morning
Connaught Place,3344.0,30096.0,50.16,26.61385840973997,234.08,702.0,Monday,Morning
Dwarka,2557.0,6984.0,18.624,34.0,58.2,58.0,Sunday,Midnight
Vasant Kunj,2995.0,2995.0,44.925,26.61385840973997,179.7,359.0,Thursday,Evening
Connaught Place,3865.0,19325.0,69.57,17.0,270.55,811.0,Tuesday,Morning
Dwarka,707.0,3535.0,12.019,38.0,42.42,42.0,Monday,Afternoon
Dwarka,4565.0,59345.0,77.605,13.0,365.2,730.0,Monday,Morning
Karol Bagh,793.0,2379.0,12.688,38.0,39.65,118.0,Monday,Afternoon
Saket,1471.0,22065.0,23.536,34.0,73.55,220.0,Saturday,Midnight
Mayur Vihar,4603.0,15360.0,82.854,13.0,368.24,736.0,Tuesday,Morning
Vasant Kunj,4924.0,54164.0,83.708,12.0,393.92,1181.0,Sunday,Evening
Dwarka,833.0,8330.0,41.804,26.61385840973997,33.32,99.0,Friday,Afternoon
Dwarka,4978.0,64714.0,74.67,26.61385840973997,398.24,1194.0,Friday,Morning
Pitampura,1067.0,4268.0,17.072,34.0,42.68,85.0,Tuesday,Midnight
Pitampura,3404.0,10212.0,57.868,23.0,238.28,714.0,Saturday,Night
Pitampura,2901.0,14505.0,43.515,28.0,203.07,406.0,Sunday,Afternoon
Rohini,818.0,3272.0,13.088,39.0,40.9,40.0,Thursday,Midnight
Lajpat Nagar,644.0,3864.0,10.948,39.0,38.64,115.0,Sunday,Midnight
Karol Bagh,1552.0,6208.0,26.384,32.0,93.12,93.0,Wednesday,Evening
Saket,2564.7330928764654,26504.0,49.695,22.0,198.78,596.0,Sunday,Night
Chandni Chowk,4591.0,59683.0,73.456,12.0,321.37,964.0,Saturday,Night
Dwarka,4083.0,48996.0,42.05930812030075,16.0,285.81,857.0,Monday,Morning
Connaught Place,2564.7330928764654,5805.0,20.898,36.0,69.66,208.0,Thursday,Midnight
Chandni Chowk,3846.0,34614.0,61.536,18.0,230.76,399.59022556390977,Sunday,Evening
Lajpat Nagar,1038.0,7266.0,16.608,35.0,62.28,62.0,Tuesday,Afternoon
Lajpat Nagar,1387.0,5548.0,22.192,34.0,69.35,69.0,Monday,Afternoon
Lajpat Nagar,811.0,6488.0,14.598,40.0,32.44,64.0,Monday,Midnight
Karol Bagh,3762.0,3762.0,63.954,17.0,263.34,526.0,Tuesday,Morning
Connaught Place,1007.0,1007.0,16.112,35.0,60.42,60.0,Tuesday,Afternoon
Pitampura,1490.0,16390.0,22.35,34.0,74.5,223.0,Tuesday,Afternoon
Mayur Vihar,619.0,1238.0,9.904,37.0,24.76,74.0,Sunday,Midnight
Connaught Place,666.0,2664.0,11.988,37.0,26.64,79.0,Thursday,Midnight
Vasant Kunj,4282.0,64230.0,64.23,16.0,299.74,599.0,Tuesday,Morning
Vasant Kunj,2735.0,27350.0,46.495,28.0,191.45,382.0,Monday,Evening
Mayur Vihar,731.0,8041.0,13.158,40.0,36.55,109.0,Friday,Afternoon
Dwarka,1663.0,24945.0,24.945,32.0,83.15,249.0,Tuesday,Evening
Mayur Vihar,4368.0,21840.0,69.888,14.0,349.44,1048.0,Thursday,Morning
Karol Bagh,2897.0,23176.0,46.352,27.0,202.79,405.0,Sunday,Afternoon
Connaught Place,2564.7330928764654,12792.0,16.728,40.0,49.2,49.0,Sunday,Midnight
Karol Bagh,3169.0,12676.0,42.05930812030075,21.0,221.83,665.0,Sunday,Evening
Lajpat Nagar,4650.0,60450.0,69.75,11.0,325.5,976.0,Monday,Night
Rohini,4568.0,54816.0,73.088,13.0,365.44,730.0,Saturday,Evening
Vasant Kunj,2696.0,32352.0,40.44,28.0,188.72,566.0,Saturday,Afternoon
Chandni Chowk,1080.0,7560.0,16.2,34.0,165.9120510894065,54.0,Saturday,Midnight
Saket,4890.0,29340.0,83.13,10.0,391.2,1173.0,Saturday,Evening
Rohini,3586.0,39446.0,60.962,20.0,251.02,502.0,Tuesday,Morning
Vasant Kunj,1301.0,7806.0,20.816,34.0,52.04,52.0,Tuesday,Afternoon
Connaught Place,3709.0,51926.0,63.053,18.0,222.54,667.0,Thursday,Night
Karol Bagh,4717.0,23585.0,80.189,12.0,377.36,1132.0,Wednesday,Morning
Saket,4541.0,27246.0,68.115,11.0,317.87,953.0,Monday,Morning
Dwarka,3934.0,19670.0,70.812,19.0,275.38,826.0,Tuesday,Morning
Connaught Place,1500.0,13500.0,22.5,36.0,90.0,180.0,Thursday,Midnight
Lajpat Nagar,4021.0,12063.0,64.336,14.0,281.47,562.0,Friday,Morning
Rohini,788.0,11820.0,12.608,38.0,47.28,47.0,Monday,Midnight
Chandni Chowk,2564.7330928764654,10314.0,30.942,32.0,103.14,103.0,Saturday,Afternoon
Lajpat Nagar,2564.7330928764654,15018.0,42.551,28.0,175.21,525.0,Wednesday,Evening
Lajpat Nagar,4158.0,4158.0,70.686,16.0,332.64,665.0,Sunday,Night
